distortion,severity,variant,accuracy,nll,ece
snow,2,f_large,0.5764200091362,2.2509236335754395,6.471013069152832
snow,2,f_small,0.31779998540878296,3.7549774646759033,10.546100616455078
snow,2,f_large_TS,0.5764200091362,2.1342029571533203,7.16719388961792
snow,2,f_small_TS,0.31779998540878296,3.5838565826416016,7.755580425262451
snow,2,Duo_Joint_TS,0.5645599961280823,2.118638753890991,7.849059104919434
snow,3,f_large,0.5842199921607971,2.256058692932129,6.215119361877441
snow,3,f_small,0.3481599986553192,3.5243701934814453,10.841696739196777
snow,3,f_large_TS,0.5842199921607971,2.1119699478149414,6.886791229248047
snow,3,f_small_TS,0.3481599986553192,3.3690872192382812,7.967451095581055
snow,3,Duo_Joint_TS,0.5812600255012512,2.0373291969299316,7.7509989738464355
snow,4,f_large,0.5084599852561951,2.6811726093292236,6.1358747482299805
snow,4,f_small,0.23707999289035797,4.500184059143066,9.868375778198242
snow,4,f_large_TS,0.5084599852561951,2.5604517459869385,6.792234897613525
snow,4,f_small_TS,0.23707999289035797,4.2286577224731445,7.272671699523926
snow,4,Duo_Joint_TS,0.4927999973297119,2.591384172439575,7.265423774719238
snow,5,f_large,0.4477199912071228,3.0141069889068604,6.455804347991943
snow,5,f_small,0.16599999368190765,5.255056381225586,9.3264741897583
snow,5,f_large_TS,0.4477199912071228,2.9570415019989014,7.137768745422363
snow,5,f_small_TS,0.16599999368190765,4.860623359680176,6.888222694396973
snow,5,Duo_Joint_TS,0.418179988861084,3.1039960384368896,7.364948272705078
frost,1,f_large,0.7517600059509277,1.4157969951629639,6.524376392364502
frost,1,f_small,0.6108400225639343,1.7172863483428955,13.141705513000488
frost,1,f_large_TS,0.7517600059509277,1.2483456134796143,7.2431488037109375
frost,1,f_small_TS,0.6108400225639343,1.7641328573226929,9.60920524597168
frost,1,Duo_Joint_TS,0.7516400218009949,1.0783627033233643,9.003514289855957
frost,2,f_large,0.6649600267410278,2.0099308490753174,6.047762393951416
frost,2,f_small,0.43922001123428345,2.8100333213806152,11.108480453491211
frost,2,f_large_TS,0.6649600267410278,1.8211613893508911,6.710878372192383
frost,2,f_small_TS,0.43922001123428345,2.7958273887634277,8.142318725585938
frost,2,Duo_Joint_TS,0.657800018787384,1.6590700149536133,7.830137729644775
frost,3,f_large,0.5838599801063538,2.4740984439849854,5.829852104187012
